Recency,TotalPurchases,Total_Spent,AvgPerPurchase_Transformed,Income,Income_per_Family_Member_Transformed
0.3087363051957649,1.3211533205338055,1.6757488144518113,1.1645314545997165,0.2817686986468824,0.9210430393658359
-0.38223349042107874,-1.1608835405044686,-0.9637960337444273,-1.5338404227052131,-0.2639092446098519,-0.6049363345995634
-0.7968153677911849,0.7986192445257478,0.27961219977694546,0.5214396580226816,0.9052221737515539,1.3089269024419279
-0.7968153677911849,-0.8996165025004398,-0.9206336651575706,-1.207901080998932,-1.1752848700355898,-0.9945913791447056
1.5524819373060834,0.5373522065217189,-0.3080600494441039,-0.03190270980562092,0.28894014863881,0.21712584933298912
-1.1423002655996068,0.9292527635277622,0.18000673380727605,0.3805145395275456,0.48418865809645106,0.33511574047045584
-0.5204274495444475,0.7986192445257478,-0.029164744729029638,0.21971242716495967,0.16596134813207777,0.13928093436120575
-0.5895244291061319,-0.638349464496411,-0.7280630976162098,-0.31569634178234973,-0.8602962794224096,-0.6623217476854577
-1.0386547962570802,-1.1608835405044686,-0.932254302854032,-1.0778279550515626,-1.0038640815188693,-0.8063808837655683
0.6542212030041867,-1.6834176165125263,-0.9272740295555486,0.07230108187640606,-2.146808140554914,-3.177702203012362
0.343284794976607,-1.1608835405044686,-0.9073529363616147,-0.8164652314354309,-2.061120880006205,-2.1213915299571524
1.1379000599359772,0.14545164951567566,0.8208018982121491,1.2388935404013701,0.5082477161338855,1.0694887634516048
0.13599385629155397,0.01481813051366123,-0.49399025258748674,-0.1076571881710724,0.3380298805190368,-0.22248300996194706
-0.38223349042107874,-1.291517059506483,-0.932254302854032,-0.9104394629081366,-1.6066360201952077,-1.0303554012444012
-0.9004608371337115,1.45178683953582,1.1744013024044755,0.8776680106527626,1.4228157934915138,1.5890239629139449
0.0668968767298696,-0.7689829834984253,-0.8492497478793075,-0.7707619902726959,-0.4718350269564488,-0.7570106263066281
-1.004106306476238,-0.24644890749036763,-0.4823696148910253,0.06725971678561009,-0.6610687719047312,0.1690546506999937
1.4488364679635568,1.45178683953582,1.9496638458684024,1.2330817973243295,1.1542334244390005,0.6971250832594958
1.276094019059346,-0.8996165025004398,-0.7878263771980114,-0.33242498470238935,-0.8437325433120221,-0.6463927841211269
-0.27858802107855224,-0.37708242649238205,-0.4840297059905198,0.14970510694879105,-0.6943813138027174,0.13704194043860815
-0.24403953129771003,3.672556662570065,1.8633391086946889,0.6168592273416846,-2.294910149743044,-3.6840839830242165
0.48147875409997576,0.2760851685176901,0.6049900552778654,1.0198767242940818,0.3034681182998762,0.2261347098990598
-1.6950761020930816,0.6679857255237334,-0.10552893530577616,0.18464454296273672,0.6142463737565054,0.4102453397141624
0.6887696927850289,0.6679857255237334,-0.2715380452552251,-0.03240330590258935,-0.5255515007669515,-0.36367181185492836
1.3797394884018725,-0.8996165025004398,-0.8841116609686919,-0.8928351849050585,-1.5480614673579154,-0.9295369249762153
