Age,Income,Dependency_Ratio,Education_ord,Life_Stage
1.0101569331777482,0.2817686986468824,-1.3107217096745174,2,0
1.2659519320045158,-0.2639092446098519,1.1277615553342673,2,4
0.3280369363063674,0.9052221737515539,-1.3107217096745174,2,0
-1.2919980562631619,-1.1752848700355898,0.6574165029212197,2,1
-1.0362030574363943,0.28894014863881,-0.11374229704386149,4,1
0.15750693708852218,0.48418865809645106,-0.17275217042178342,3,2
-0.18355306134716823,0.16596134813207777,-0.07329265169715096,2,4
-1.3772630558720846,-0.8602962794224096,0.4160413819911677,4,1
-0.439348060173936,-1.0038640815188693,0.5180481593826344,4,1
1.6070119304402064,-2.146808140554914,2.168433649474397,4,3
-0.6098780593917812,-2.061120880006205,-1.3107217096745174,0,0
0.839626933959903,0.5082477161338855,-1.3107217096745174,2,0
1.4364819312223611,0.3380298805190368,0.8540413170547975,3,4
-1.5477930550899297,-1.6066360201952077,-1.3107217096745174,2,0
1.9480719288758968,1.4228157934915138,-1.3107217096745174,4,3
-0.9509380578274717,-0.4718350269564488,1.2403868140296,2,1
1.9480719288758968,-0.6610687719047312,-1.3107217096745174,2,3
1.692276930049129,1.1542334244390005,-0.3371775370695502,3,3
-1.3772630558720846,-0.8437325433120221,0.4050185165846444,1,4
-1.1214680570453168,-0.6943813138027174,-1.3107217096745174,2,0
-0.865673058218549,-2.294910149743044,2.168433649474397,2,1
1.692276930049129,0.3034681182998762,-0.11834506845379923,4,3
1.2659519320045158,0.6142463737565054,-0.20890767401497662,4,3
1.5217469308312837,-0.5255515007669515,0.21807543345409525,2,3
-0.013023062129323023,-1.5480614673579154,-1.3107217096745174,2,0
-0.6098780593917812,0.06065670179899931,0.9716646653543523,2,1
-1.718323054307775,-0.6333083203230762,0.2765530419027305,2,1
0.3280369363063674,1.5069299617839287,-1.3107217096745174,4,0
-1.718323054307775,-1.900156528251908,-1.3107217096745174,3,0
0.49856693552421255,-0.6212787913043589,-1.3107217096745174,3,0
-0.09828806173824563,-0.5320752068886404,0.2214906393645031,2,1
1.4364819312223611,-0.2516021110753181,1.1214279401218123,4,4
1.9480719288758968,0.7684556822925995,-1.3107217096745174,3,3
1.5217469308312837,-0.12302495283295212,1.057297111817506,3,4
-0.09828806173824563,0.7081229675218025,-0.23359845847380659,4,1
-0.6098780593917812,-1.3107558737540668,0.7842080388991389,1,1
-0.35408306056501343,-0.4450461911801516,0.17717104941252584,2,4
2.2038669277026646,-0.14342888474546864,-1.3107217096745174,4,3
-0.9509380578274717,1.2937759610561201,-0.36558322599010284,2,1
