Recency,Income_per_Family_Member_Transformed,PC1_TotalPurchases_Total,PC1_AvgPerPurchase_Income
58,35.49376631056756,2.1191298222007715,1.0226886459918125
38,28.526482470208553,-1.5023753347999407,-1.2712009806343423
26,37.264807834944904,0.7624247659549999,1.008802255707583
26,26.74743619255895,-1.2871112370069289,-1.6851669468050219
94,32.279801874714224,0.16213403914247276,0.1817529160177703
16,32.81851866876093,0.7843649126611867,0.6114374947536193
34,31.92437947138841,0.5440864946207626,0.2727125418383521
32,28.264477837611377,-0.9661995885683184,-0.8315523570792284
19,27.606747525587704,-1.4800719629969812,-1.4719785554009868
68,16.779233143483633,-1.8460377665218057,-1.4668980088109327
59,21.60273832288033,-1.4624640378893814,-2.0347606528486093
82,36.171552941430015,0.6832444359439044,1.2354154301868643
53,30.272655607378045,-0.33882585687395006,0.16289809295944782
38,26.584148650527933,-1.5724438101335672,-1.77984114286078
23,38.54371926940703,1.8569954438376826,1.626687697920243
51,27.83215706172174,-1.1442633378952236,-0.8786487771649057
20,32.0603194877645,-0.5153525194302424,-0.41988640960470736
91,34.471388039335444,2.4051888455209554,1.6880867821387169
86,28.33720470448807,-1.19320230309973,-0.8316689638025971
41,31.914156738749913,-0.6088982282406685,-0.3851442394173782
42,14.466155170274813,3.9144694398032405,-1.1865611864063426
63,32.320934357465255,0.6230142654812924,0.9357461120464318
0,33.161545406682016,0.3977170104875371,0.5649011846405133
69,29.628026349564642,0.2803308431035386,-0.39453362739166153
89,27.044454828379415,-1.2612862801824491,-1.7259745749906912
4,29.510289497377308,-0.49341237272405536,-0.12032497697243409
26,29.21171913108804,-1.103178179310824,-0.7777764038777011
96,38.7383940540495,2.276064061398557,1.8841935113918304
34,23.764164684237215,-1.3141100555052485,-2.5297120703581535
56,32.232030828176896,-0.6989223520295745,-0.26201021040037165
31,29.603368197631944,-1.1160906577230638,-0.7678625853284157
8,28.565875575563,-0.16347305599149764,-0.36500670215321973
4,36.900510373042096,0.9783311275580352,1.3893110499557697
55,28.96711074592523,-1.4577685911940212,-0.6215135474042189
37,33.4019320838039,1.5698467452271807,0.7712591172563518
76,25.99839728138067,-1.1618712630028234,-1.5850918561293128
99,29.926869336997914,-1.3630490207097552,-0.932280912575646
53,34.088187512241326,1.1874468782685963,0.28067906671007997
3,34.78401191085279,1.4890451420619508,1.7605687522622482
88,25.102881924921707,-1.379483084143515,-1.8003071701702553
4,25.52231259538644,-1.6929883374423131,-1.950723392241396
19,19.481974704425426,-1.3129361938314086,-2.6256310144663724
72,38.23059344249043,0.544728758430786,1.6940330386502587
24,21.60273832288033,-1.0213710872387978,-1.9107362110994444
92,29.80766542387307,-1.5618790550690071,-0.8617967973100101
39,31.756366068625447,2.046434584806214,1.2336214749621417
29,33.1809545206208,0.0771685871456993,0.6409431502668768
2,38.14160887128135,2.577830697958955,1.6247884289997365
54,28.72835876228817,-1.3571797123405551,-1.1014111868948873
54,38.52014820860262,1.7496424336544274,1.9690392424833367
57,31.09112894533633,0.7476119756753744,0.574933401144798
55,38.49869678228254,2.7029864855795394,1.911433295202271
30,37.10289737364993,1.1345389165622752,1.2407073389173537
31,27.05729313937467,-1.5000276114522608,-1.832298236635083
63,31.967738312434413,0.2748247598311113,0.26012518908783916
12,37.758239757283405,1.5395211940370699,1.6474762777975303
18,31.122325658914292,0.6622832985818282,0.6255794253506247
26,32.732450237347315,1.1663173681394765,0.6859641098942811
8,33.4401338723554,0.37812458712903,0.7647557797986554
29,37.14942073640305,0.6527240324240647,1.4651223845712653
75,26.518185111076804,-1.586530150219647,-1.699198515414668
0,26.16749247762261,-1.7059008158545528,-1.9877024355924728
19,35.58745201916114,2.3630981980297596,1.6103797219046256
4,33.60388622727506,0.34092423866292326,0.9119163423151865
90,30.33696920498368,1.5003363473200557,1.7718859616290918
1,36.689672300273244,1.3223567843766728,1.2452658906366247
29,33.12634399584481,1.6958973558083537,0.5982527171379609
88,30.42708426195547,0.9045462148731598,0.4209130310935243
58,29.938517948016674,-1.273024896920849,-1.5007537584150288
68,29.550324371199572,-1.703553092506873,-1.6484455887680098
34,37.697115429827576,1.885362976339571,1.9488232088385897
40,37.7638008534519,2.5369403917042845,1.9757243464045033
12,29.41596101292889,-1.6976837841376728,-1.9261099874808467
9,35.19020528024673,0.663820385352441,0.4095547425686732
87,27.475472396742983,-0.7861513409905063,-1.0992530179332716
5,26.66342240866331,-1.700031507485353,-1.9929570183862315
87,25.95566149015257,-1.1642189863505032,-1.6066869751747133
18,38.38720779401125,1.3190035721221967,1.133791430188607
95,25.546751449307624,-1.375961499121995,-1.4744971207888427
48,26.85849462629411,-0.7102135572876799,-1.007562597182282
3,31.18120335904672,-0.08130273882269871,-0.08797298776574025
70,38.191875254388506,1.2702594592474188,1.8132725545269277
79,31.723795816791817,-0.936853046722319,-0.05308230043515305
69,29.920954871108787,-1.5888778735673268,-1.1913350998541037
84,25.973697484130124,-1.1141061594721566,-2.0402020401894063
30,27.55035713330698,-1.481245824670821,-1.49432846086079
72,30.809578345479153,0.6552401285387883,0.005034278743962563
37,29.30270722466503,-1.3677444674051153,-0.6659356693298053
44,38.069050514920754,1.3690322126170213,1.2791784685215835
32,34.28336383338541,-0.12906784235336544,0.02302849936577393
0,30.79530288008827,-1.3571797123405551,-0.7077394874551836
43,28.48601473268543,-1.377135360795835,-1.318765421187366
59,35.34840848818098,1.7779834865936308,1.5956097697964229
68,36.54234210737722,0.7043739460730241,1.3410520208248486
35,39.00873178976897,1.046862516121049,1.8368406456417807
94,26.229851241321562,-1.592399458588847,-1.8337642726339112
15,28.925665241233133,-0.6679545370294404,-0.43488805712931017
56,29.38384601533556,1.3815814659324885,0.3378983277575974
17,29.247698107848162,-1.086744115877064,-0.6989990855442928
18,39.20024400072745,0.2026875998630558,1.9816340582028407
46,34.50323043473311,1.2660956104158754,1.265081129265875
40,36.833755710671525,1.6184489648976,1.7796713761149703
27,32.14695821003048,0.4728441576132961,0.3875355248690848
95,38.88804873724632,1.0779145175047051,1.296993833707472
19,30.184172748200577,0.49830588934100317,-0.16105023674561372
27,29.161938732533113,-1.2155056749026898,-0.3862672569147074
25,39.37294741818031,1.3210145499357893,2.5824849812383754
74,28.874092395237657,0.4364544457242566,-0.3313067063238109
85,25.821338882635022,-1.3466149572759953,-1.1863335578705092
37,25.500652240913606,-1.4029603176203147,-2.043663605448949
65,31.991441209246098,0.7186286589261476,0.3393764234864151
13,28.07950239890318,-1.1630451246766633,-1.3040693061245763
63,23.07548149773315,-1.498853749778421,-2.088296375277028
83,27.74685427896189,-1.5759653951550872,-1.3768724767231049
69,40.446714021056884,1.7380721896830713,2.1044705816521843
87,37.2496468808412,0.04583754704879239,0.96055242782685
37,38.19343547474848,1.6469848701665324,2.2567844121489298
51,29.64059159076234,-1.2436783550748494,-0.4336353740494218
72,32.24547804915991,0.8121743677365736,1.0013952850408516
10,32.87856574170487,0.21026236776991217,0.4052986340195826
42,30.510643001178174,0.778132379195214,0.4420503089637433
10,37.484988187990034,0.5178141263159882,1.0942357867401467
51,27.783895531902346,-0.2828437216264035,-0.5440061370561561
21,36.164576036366775,1.7759148019592017,1.1779637567402337
31,20.723356331624398,-1.5000276114522608,-2.433945585816181
61,25.011726227488694,-1.1325247211568237,-1.0757794254532056
37,26.808067180009424,-1.4765503779754612,-1.2511647696561636
74,26.99888918584605,-1.3970910092511148,-1.4701658370416357
46,39.5813178665899,2.3819906507574062,2.4796629946349027
4,33.13512607240511,0.7180970610623312,1.2145632476864696
73,38.89579922757712,1.662050219596723,1.8784068817826676
47,33.51818257284306,1.243429013516143,0.8557607447814141
13,29.834159065198143,-0.6135936749360285,-0.23639542251546902
36,30.32797895671747,0.3267537121933215,0.9934928124221182
47,26.0622094456782,-1.4542470061725015,-1.4228761698724808
49,29.24587528414333,-1.6929883374423131,-1.4091753459665342
94,25.3551321334234,-0.3626663154475224,-0.9345413066558134
65,34.19533423703198,-1.20024547314277,-0.34813155789565775
59,30.272655607378045,-0.07154862033520612,0.4104047464736521
96,33.212144730418665,0.2067407827483922,0.4903296586718576
28,30.56525978635414,-0.014392623413819569,-0.11311361235301777
12,28.41052634243056,-0.9677366753389313,-1.312274136862211
57,32.6300549413465,1.5118801117287268,0.710099379181972
10,36.98975205173203,1.472611078628191,1.4040709739169281
