Product_HHI,Store_Preference,Web_Engagement,PC1_Total_TotalPurchases,Wine_Preference,Meat_Preference,Fish_Preference,Fruit_Preference,Sweet_Preference,Gold_Preference,Dominant_Product,Top_Product_Share
0.28843086118463807,0.16,7,1.8634945726967351,0.39270253555967843,0.33766233766233766,0.10636982065553494,0.05442176870748299,0.05442176870748299,0.05442176870748299,Wine,0.39270253555967843
0.2729766803840878,0.3333333333333333,5,-1.8397344340056068,0.4074074074074074,0.2222222222222222,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.2222222222222222,Wine,0.4074074074074074
0.35626129237963655,0.47619047619047616,4,1.0282222380383648,0.5489690721649485,0.163659793814433,0.14304123711340205,0.06314432989690721,0.027061855670103094,0.05412371134020619,Wine,0.5489690721649485
0.23887504449982203,0.5,6,-1.4261803846581076,0.20754716981132076,0.37735849056603776,0.18867924528301888,0.07547169811320754,0.05660377358490566,0.09433962264150944,Meat,0.37735849056603776
0.2738707576199995,0.3157894736842105,5,0.5021903470914725,0.4099526066350711,0.2796208530805687,0.10900473933649289,0.1018957345971564,0.06398104265402843,0.035545023696682464,Wine,0.4099526066350711
0.5534471458443869,0.45454545454545453,6,1.0732760529710703,0.7262569832402235,0.13687150837988826,0.0,0.05865921787709497,0.05865921787709497,0.019553072625698324,Wine,0.7262569832402235
0.26422292444699796,0.3333333333333333,6,0.8699311379738394,0.3983050847457627,0.27796610169491526,0.0847457627118644,0.11016949152542373,0.08305084745762711,0.04576271186440678,Wine,0.3983050847457627
0.33440705857638037,0.4,8,-0.7748311284576727,0.44970414201183434,0.33136094674556216,0.01775147928994083,0.05917159763313609,0.005917159763313609,0.13609467455621302,Wine,0.44970414201183434
0.3752362948960302,0.3333333333333333,9,-1.6613720939029821,0.30434782608695654,0.5217391304347826,0.06521739130434782,0.0,0.06521739130434782,0.043478260869565216,Meat,0.5217391304347826
0.41274468971261974,0.0,20,-2.008521680599571,0.5714285714285714,0.12244897959183673,0.02040816326530612,0.0,0.02040816326530612,0.2653061224489796,Wine,0.5714285714285714
0.21257726417629674,0.5,8,-1.559534373972554,0.09836065573770492,0.18032786885245902,0.18032786885245902,0.26229508196721313,0.01639344262295082,0.26229508196721313,Fruit,0.26229508196721313
0.2765356504095836,0.5,2,0.781007830472044,0.17604355716878403,0.4355716878402904,0.20417422867513613,0.05535390199637023,0.10163339382940109,0.02722323049001815,Meat,0.4355716878402904
0.5965868886576483,0.3333333333333333,6,-0.025999556034825563,0.7516129032258064,0.17096774193548386,0.00967741935483871,0.0064516129032258064,0.016129032258064516,0.04516129032258064,Wine,0.7516129032258064
0.2627599243856333,0.6,8,-1.7537439410395683,0.06521739130434782,0.3695652173913043,0.13043478260869565,0.30434782608695654,0.021739130434782608,0.10869565217391304,Meat,0.3695652173913043
0.5990400323844497,0.46153846153846156,3,1.8182558772649842,0.7650190114068441,0.08745247148288973,0.044866920152091254,0.016730038022813688,0.05171102661596958,0.034220532319391636,Wine,0.7650190114068441
0.3671875,0.3333333333333333,8,-1.1072557249274497,0.5520833333333334,0.19791666666666666,0.020833333333333332,0.052083333333333336,0.13541666666666666,0.041666666666666664,Wine,0.5520833333333334
0.3179751017524306,0.46153846153846156,7,-0.19955487686916565,0.26498422712933756,0.11987381703470032,0.47318611987381703,0.015772870662460567,0.03785488958990536,0.08832807570977919,Fish,0.47318611987381703
0.4124610615444884,0.34615384615384615,5,2.0223798603448757,0.5679012345679012,0.27946127946127947,0.0,0.04489337822671156,0.008978675645342313,0.09876543209876543,Wine,0.5679012345679012
0.20707784498841084,0.375,6,-1.0643226720000587,0.03007518796992481,0.14285714285714285,0.22556390977443608,0.12781954887218044,0.18045112781954886,0.2932330827067669,Gold,0.2932330827067669
0.21268626822624578,0.4166666666666667,8,-0.293512652848266,0.2721518987341772,0.2310126582278481,0.21835443037974683,0.006329113924050633,0.12025316455696203,0.1518987341772152,Wine,0.2721518987341772
0.9942296769020016,0.0,1,3.572301742302863,0.0005780346820809249,0.9971098265895953,0.0005780346820809249,0.0005780346820809249,0.0005780346820809249,0.0005780346820809249,Meat,0.9971098265895953
0.8038302934850716,0.5294117647058824,8,0.7949555731918371,0.8919753086419753,0.08847736625514403,0.0,0.0,0.0,0.01954732510288066,Wine,0.8919753086419753
0.5384610185986161,0.45,4,0.7321879667453254,0.7058823529411765,0.1875,0.03860294117647059,0.0,0.058823529411764705,0.009191176470588236,Wine,0.7058823529411765
0.43115412710007306,0.25,8,0.6215895939395484,0.6081081081081081,0.060810810810810814,0.08783783783783784,0.006756756756756757,0.013513513513513514,0.22297297297297297,Wine,0.6081081081081081
0.21600000000000003,0.375,7,-1.2967991176594913,0.08,0.3333333333333333,0.2,0.05333333333333334,0.16,0.17333333333333334,Meat,0.3333333333333333
0.4931338854486821,0.2857142857142857,7,-0.21051938850281376,0.6731517509727627,0.11673151750972763,0.011673151750972763,0.01556420233463035,0.023346303501945526,0.15953307392996108,Wine,0.6731517509727627
0.23337800827457605,0.4444444444444444,3,-0.978421688727471,0.2748091603053435,0.32061068702290074,0.15267175572519084,0.015267175572519083,0.16030534351145037,0.07633587786259542,Meat,0.32061068702290074
0.4021535392962616,0.38461538461538464,2,1.9786285845416391,0.4090909090909091,0.47906698564593303,0.012559808612440191,0.05980861244019139,0.039473684210526314,0.0,Meat,0.47906698564593303
0.22666666666666668,0.375,5,-1.6210985824399342,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,Meat,0.3333333333333333
0.24059570428384952,0.2727272727272727,3,-0.38271671585134837,0.3522012578616352,0.13836477987421383,0.1069182389937107,0.05345911949685535,0.06918238993710692,0.279874213836478,Wine,0.3522012578616352
0.8429166666666666,0.4444444444444444,5,-1.0155242541165563,0.9166666666666666,0.041666666666666664,0.016666666666666666,0.0,0.0,0.025,Wine,0.9166666666666666
0.24119556159817554,0.35294117647058826,6,0.14570234166390675,0.31788079470198677,0.31788079470198677,0.10927152317880795,0.039735099337748346,0.0728476821192053,0.1423841059602649,Wine,0.31788079470198677
0.33178459972483537,0.5,7,1.0178803962019256,0.40301003344481606,0.39381270903010035,0.09949832775919733,0.028428093645484948,0.056856187290969896,0.01839464882943144,Wine,0.40301003344481606
0.4674556213017752,0.5,7,-1.5358757837360326,0.6153846153846154,0.2923076923076923,0.03076923076923077,0.0,0.015384615384615385,0.046153846153846156,Wine,0.6153846153846154
0.6204441383976611,0.42857142857142855,2,1.77259790510888,0.768893756845564,0.16538882803943045,0.0,0.018619934282584884,0.008762322015334063,0.038335158817086525,Wine,0.768893756845564
0.2760249961896052,0.2222222222222222,7,-1.1746070897416432,0.07407407407407407,0.1728395061728395,0.18518518518518517,0.037037037037037035,0.08641975308641975,0.4444444444444444,Gold,0.4444444444444444
0.6863443974159057,0.42857142857142855,5,-1.432117074392193,0.8208955223880597,0.08955223880597014,0.029850746268656716,0.0,0.0,0.05970149253731343,Wine,0.8208955223880597
0.3235406905570769,0.20833333333333334,6,1.3957193650640127,0.4844789356984479,0.22838137472283815,0.17738359201773837,0.008869179600886918,0.05432372505543237,0.04656319290465632,Wine,0.4844789356984479
0.26676173224907185,0.23809523809523808,4,1.3951728026844255,0.3017921146953405,0.3842293906810036,0.05878136200716846,0.05448028673835126,0.12759856630824373,0.07311827956989247,Meat,0.3842293906810036
0.38056247775008895,0.42857142857142855,8,-1.5185522317946936,0.24528301886792453,0.5471698113207547,0.05660377358490566,0.018867924528301886,0.0,0.1320754716981132,Meat,0.5471698113207547
0.2809917355371901,0.75,5,-2.0884984167171354,0.4090909090909091,0.2727272727272727,0.13636363636363635,0.0,0.045454545454545456,0.13636363636363635,Wine,0.4090909090909091
0.27783558792924035,0.375,5,-1.6104155228240107,0.0967741935483871,0.3225806451612903,0.0967741935483871,0.03225806451612903,0.06451612903225806,0.3870967741935484,Gold,0.3870967741935484
0.2018949534007535,0.5625,1,0.7101696859990851,0.125,0.2703252032520325,0.2306910569105691,0.16666666666666666,0.03048780487804878,0.17682926829268292,Meat,0.2703252032520325
0.25114216608438594,0.3,9,-0.9162058173743749,0.02459016393442623,0.11475409836065574,0.12295081967213115,0.14754098360655737,0.18032786885245902,0.4098360655737705,Gold,0.4098360655737705
0.2092561983471074,0.4,10,-1.6898847180767462,0.23636363636363636,0.2727272727272727,0.05454545454545454,0.10909090909090909,0.09090909090909091,0.23636363636363636,Meat,0.2727272727272727
0.45446069891209206,0.42857142857142855,8,2.0049834416709316,0.6262319939347991,0.2403335860500379,0.03790750568612585,0.03790750568612585,0.02880970432145565,0.02880970432145565,Wine,0.6262319939347991
0.31925819590817317,0.5882352941176471,2,0.4162489492229677,0.4832347140039448,0.2465483234714004,0.07297830374753451,0.03747534516765286,0.13214990138067062,0.027613412228796843,Wine,0.4832347140039448
0.37048804901458315,0.4482758620689655,3,2.2642742596913856,0.38393384524512697,0.4607206142941524,0.01594802126402835,0.021854695806261076,0.09864146485528648,0.018901358535144713,Meat,0.4607206142941524
0.2874228395061728,0.42857142857142855,7,-1.4048170773602895,0.16666666666666666,0.2777777777777778,0.4166666666666667,0.08333333333333333,0.013888888888888888,0.041666666666666664,Fish,0.4166666666666667
0.2528090338851006,0.3333333333333333,1,1.4940071841503908,0.31539888682745826,0.3401360544217687,0.09647495361781076,0.07421150278293136,0.024737167594310452,0.14904143475572046,Meat,0.3401360544217687
0.3693592131490377,0.43478260869565216,3,1.0697804563849924,0.5412541254125413,0.20462046204620463,0.019801980198019802,0.01485148514851485,0.039603960396039604,0.17986798679867988,Wine,0.5412541254125413
0.3238720377748574,0.48148148148148145,1,2.1800181090023965,0.5028104241185488,0.22074603985692387,0.09197751660705161,0.026060296371997957,0.061318344404701075,0.0970873786407767,Wine,0.5028104241185488
0.2939901175993953,0.47619047619047616,3,1.2376879923767097,0.2698993595608417,0.4409881061299177,0.11070448307410796,0.03202195791399817,0.10978956999085086,0.036596523330283626,Meat,0.4409881061299177
0.3127229488703924,0.6666666666666666,3,-1.8168197173915028,0.4482758620689655,0.27586206896551724,0.06896551724137931,0.0,0.034482758620689655,0.1724137931034483,Wine,0.4482758620689655
0.7544684784067024,0.3157894736842105,7,0.6127696300820387,0.862934362934363,0.05405405405405406,0.0,0.0,0.0,0.08301158301158301,Wine,0.862934362934363
0.3909356798675335,0.5238095238095238,1,1.4152710513698683,0.4951321279554937,0.3741307371349096,0.04798331015299027,0.01808066759388039,0.009040333796940195,0.055632823365785816,Wine,0.4951321279554937
0.575761459267803,0.5454545454545454,3,0.9829894487556834,0.738562091503268,0.16666666666666666,0.026143790849673203,0.029411764705882353,0.029411764705882353,0.00980392156862745,Wine,0.738562091503268
0.41161626502323867,0.4166666666666667,7,1.3834646875238563,0.5916289592760181,0.1515837104072398,0.0418552036199095,0.007918552036199095,0.01583710407239819,0.19117647058823528,Wine,0.5916289592760181
0.8182531124399569,0.42105263157894735,5,0.700293067838648,0.900990099009901,0.07920792079207921,0.0,0.0,0.009900990099009901,0.009900990099009901,Wine,0.900990099009901
0.2803979353519161,0.25,4,0.7659504538910502,0.36988847583643125,0.34107806691449816,0.11059479553903345,0.03717472118959108,0.11338289962825279,0.027881040892193308,Wine,0.36988847583643125
0.273356401384083,0.4,7,-1.8570852040835026,0.029411764705882353,0.17647058823529413,0.08823529411764706,0.08823529411764706,0.17647058823529413,0.4411764705882353,Gold,0.4411764705882353
0.8347107438016528,0.5,7,-2.2880603634540804,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,Wine,0.9090909090909091
0.3767180341524365,0.3125,5,2.351863333188114,0.5400313971742543,0.2425431711145997,0.1577708006279435,0.01098901098901099,0.018838304552590265,0.029827315541601257,Wine,0.5400313971742543
0.25174187224003247,0.5555555555555556,4,0.6504879692747436,0.3782542113323124,0.2434915773353752,0.010719754977029096,0.07503828483920368,0.12557427258805512,0.1669218989280245,Wine,0.3782542113323124
0.4028618223132299,0.2631578947368421,5,1.2858611077964923,0.5480153649167734,0.3117797695262484,0.03713188220230474,0.03777208706786172,0.01856594110115237,0.04673495518565941,Wine,0.5480153649167734
0.31743575992239537,0.2857142857142857,3,1.324999353964394,0.39584996009577017,0.3671189146049481,0.15083798882681565,0.028731045490822026,0.047885075818036714,0.009577015163607342,Wine,0.39584996009577017
0.23969177019988747,0.43333333333333335,7,1.9231388127575415,0.2989571263035921,0.33719582850521435,0.09733487833140209,0.12398609501738123,0.04287369640787949,0.0996523754345307,Meat,0.33719582850521435
0.7412850377985952,0.3333333333333333,7,1.211713891927532,0.8547655068078669,0.09833585476550681,0.0,0.009077155824508321,0.009077155824508321,0.028744326777609682,Wine,0.8547655068078669
0.18627218934911244,0.5,2,-1.3511320894628602,0.2153846153846154,0.2,0.06153846153846154,0.15384615384615385,0.23076923076923078,0.13846153846153847,Sweet,0.23076923076923078
0.2781065088757396,0.5,6,-2.24227491334952,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,Meat,0.46153846153846156
0.3913227513227513,0.2631578947368421,5,1.4166404163640323,0.3814814814814815,0.4894179894179894,0.051322751322751325,0.05873015873015873,0.009523809523809525,0.009523809523809525,Meat,0.4894179894179894
0.35151580605371546,0.4090909090909091,4,1.8042426381571561,0.46717971933001357,0.35264825712992304,0.06201901312811227,0.047532820280669984,0.047532820280669984,0.023087369850611137,Wine,0.46717971933001357
0.3580246913580247,0.75,3,-2.1489236793474196,0.05555555555555555,0.2777777777777778,0.0,0.0,0.16666666666666666,0.5,Gold,0.5
0.7092326840188445,0.38095238095238093,8,0.9610678504138457,0.8338150289017341,0.09248554913294797,0.0,0.0,0.0,0.07369942196531792,Wine,0.8338150289017341
0.33421487603305783,0.3333333333333333,8,-0.6007712608721569,0.3878787878787879,0.4121212121212121,0.04242424242424243,0.024242424242424242,0.030303030303030304,0.10303030303030303,Meat,0.4121212121212121
0.2421875,0.5,7,-2.183360838037632,0.25,0.3125,0.125,0.0625,0.0,0.25,Meat,0.3125
0.25460663355231533,0.3333333333333333,7,-1.1843409003138505,0.31645569620253167,0.24050632911392406,0.08860759493670886,0.06329113924050633,0.0,0.2911392405063291,Wine,0.31645569620253167
0.35950727261913407,0.48148148148148145,1,1.5839784840930229,0.2095115681233933,0.5449871465295629,0.03470437017994859,0.02956298200514139,0.08354755784061697,0.09768637532133675,Meat,0.5449871465295629
0.21492346938775508,0.5714285714285714,7,-1.498583971141978,0.30357142857142855,0.25,0.17857142857142858,0.14285714285714285,0.07142857142857142,0.05357142857142857,Wine,0.30357142857142855
0.7535195824744527,0.3076923076923077,7,-0.5475379926449403,0.8609271523178808,0.10596026490066225,0.0,0.0,0.0,0.033112582781456956,Wine,0.8609271523178808
0.6347121054457163,0.35294117647058826,7,0.2514621708501715,0.7849462365591398,0.09946236559139784,0.0,0.016129032258064516,0.008064516129032258,0.0913978494623656,Wine,0.7849462365591398
0.2677115644741891,0.3684210526315789,2,1.1965873951456667,0.2562225475841874,0.4158125915080527,0.08052708638360176,0.043923865300146414,0.09736456808199122,0.1061493411420205,Meat,0.4158125915080527
0.5285365075991072,0.5,2,-0.7123685398898525,0.6958762886597938,0.20103092783505155,0.020618556701030927,0.04639175257731959,0.0,0.03608247422680412,Wine,0.6958762886597938
0.337890625,0.6,7,-1.8771253662895167,0.46875,0.3125,0.0,0.0625,0.03125,0.125,Wine,0.46875
0.5024337479718767,0.3,5,-1.3154436112293244,0.627906976744186,0.32558139534883723,0.0,0.046511627906976744,0.0,0.0,Wine,0.627906976744186
