Wine_Ratio,Meat_Ratio,Fish_Ratio,Fruit_Ratio,Sweet_Ratio,Gold_Ratio,Web_Ratio,Catalog_Ratio,Store_Ratio,Deal_Ratio,TotalPurchases,NumWebVisitsMonth
-0.28980902160050587,0.6932533804087103,0.455683089373429,0.08439786052055678,0.05369244806869901,-0.5950776416599132,0.5218951113136706,2.0322130309253916,-2.060055009653566,-0.5410862660182939,1.3211533205338055,0.6919328775810062
-0.22570981880446617,-0.21679445229481337,0.039549609064895436,-0.22682362164464104,-0.227004882631026,0.9444564020480838,-1.0082694680688709,0.19505396497226907,-0.6215289876620601,1.3766851535500497,-1.1608835405044686,-0.12883140919256852
0.39136389332312294,-0.6784590205185904,0.9281974534542974,0.24054915886151262,-0.3880661423629797,-0.5978122556272129,1.1301592919377854,-0.36734166746235974,0.5640693821111588,-1.191758711943268,0.7986192445257478,-0.5392135525793559
-1.0969096519750445,1.0061896398619505,1.5162471251368788,0.46123371587398954,0.08892353223363639,-0.22883968582626638,-0.17665828362183716,-1.1172025107085315,0.7616691104066959,0.6275556927811656,-0.8996165025004398,0.28155073419421883
-0.21461518002490168,0.23569556310096143,0.4896342438473251,0.9342768410262863,0.20803838397890367,-0.7682678266075941,-0.04535125449862157,0.12598783467327954,-0.7671287874587713,0.7458392918499367,0.5373522065217189,-0.12883140919256852
1.1641699322316053,-0.8896388258107747,-0.9149012244938245,0.16025667940634225,0.12211114405052473,-0.9149906308873215,0.05014476668189891,0.3143500082159786,0.3844332654788528,-0.8026005505048863,0.9292527635277622,0.28155073419421883
-0.26538725579578937,0.22265067912422698,0.17705523762844086,1.0823936450760943,0.5159432401944758,-0.6745226760271625,0.6549529008251956,0.007588754160726042,-0.6215289876620601,0.09246322080339053,0.7986192445257478,0.28155073419421883
-0.04133643581315897,0.6435776924993022,-0.6861718827238354,0.16942930226468877,-0.7294726024686106,0.15425417699118077,1.3202418483828224,-1.1172025107085315,-0.06824974843455743,0.17807801631983514,-0.638349464496411,1.1023150209677934
-0.674951204349404,2.1443840006000907,-0.0745695123388641,-0.8898606923444118,0.2280007148642765,-0.6954820358147817,2.3181752697192617,-1.1172025107085315,-0.6215289876620601,-0.12157376798771927,-1.1608835405044686,1.5126971643545808
0.48926586845790143,-1.003335793417145,-0.6519402805541771,-0.8898606923444118,-0.4954979815611984,1.3397421700271643,2.3181752697192617,-1.1172025107085315,-3.387925183799572,2.8749440750878184,-1.6834176165125263,6.026900741609241
-1.5728586150582027,-0.54705976207308,1.4086389194974875,3.8057461034310176,-0.5603204585011209,1.3121165037577025,0.6549529008251956,-1.1172025107085315,0.7616691104066959,-0.12157376798771927,-1.1608835405044686,1.1023150209677934
-1.234235327199729,1.465101118009753,1.715901322633775,0.10108491150542738,0.8159807249851171,-0.84461853769332,-0.8003666719571119,0.8511822028126701,0.7616691104066959,-1.057985593948824,0.14545164951567566,-1.3599778393529305
1.2746975365566335,-0.6208483509197534,-0.7902068413998626,-0.7743639122870324,-0.5645896807727017,-0.6800405928078779,1.3202418483828224,-0.5922999204362117,-0.6215289876620601,0.17807801631983514,0.01481813051366123,0.28155073419421883
