Wine_Ratio,Meat_Ratio,Fish_Ratio,Fruit_Ratio,Sweet_Ratio,Gold_Ratio,Web_Ratio,Catalog_Ratio,Store_Ratio,Deal_Ratio,TotalPurchases,NumWebVisitsMonth,cluster
-0.1871276391508232,0.5941101257587574,0.6415451430899415,0.3970148673391656,0.3491377008830516,-0.2187034928287078,0.4434782608695654,1.2880000000000007,-1.5105882352941171,-0.2696296296296292,0.7692307692307693,0.25,1
-0.1456702708333288,-0.0632731392578482,0.2868468320562696,0.116115000227295,0.0723455025222266,1.0577370365930896,-0.7065217391304354,0.2146666666666664,-0.4705882352941176,0.9629629629629632,-0.6923076923076923,-0.25,1
0.2534337904779855,-0.396761721170992,1.0443006405672652,0.5379526928650975,-0.0864750321826834,-0.2209707841006676,0.9006211180124221,-0.113904761904762,0.386554621848739,-0.6878306878306875,0.4615384615384615,-0.5,1
-0.7091351937406676,0.8201631447196565,1.5455345840487398,0.7371364455648615,0.3838786412843699,0.0849474541245146,-0.0815217391304347,-0.5520000000000002,0.5294117647058824,0.4814814814814818,-0.5384615384615384,0.0,0
-0.1384946039580712,0.2635881014580507,0.6704839757467267,1.1640920338135288,0.5013363370515801,-0.3622969211577319,0.0171624713958809,0.174315789473684,-0.5758513931888544,0.5575048732943472,0.3076923076923077,-0.25,1
0.7532606712421307,-0.5493098235010968,-0.5266952515486187,0.4654829306490429,0.4166045386423643,-0.4839460231951194,0.0889328063241105,0.2843636363636364,0.2566844919786092,-0.4377104377104373,0.5384615384615384,0.0,1
-0.171332401522809,0.2541649831205091,0.4040520474908731,1.2977781479119808,0.8049575429441712,-0.2845720341202173,0.5434782608695653,0.1051428571428569,-0.4705882352941176,0.1375661375661375,0.4615384615384615,0.0,1
-0.0264233081069009,0.5582263351091825,-0.3317339829924177,0.4737618853151902,-0.4231317591692128,0.4025737742903138,1.0434782608695656,-0.5520000000000002,-0.0705882352941173,0.192592592592593,-0.3846153846153846,0.5,1
-0.4362256096143706,1.6423506146493676,0.1895754959730768,-0.4823238470979958,0.5210209469350967,-0.3019496143127374,1.7934782608695656,-0.5520000000000002,-0.4705882352941176,0.0,-0.6923076923076923,0.75,1
0.3167537393248916,-0.6314401040222006,-0.3025561060656392,-0.4823238470979958,-0.1924122524316066,1.385471767120308,1.7934782608695656,-0.5520000000000002,-2.4705882352941173,1.9259259259259256,-1.0,3.5,1
-1.016964161998712,-0.3018439921972764,1.4538129355878735,3.755800448713904,-0.2563329026589107,1.3625670965657737,0.5434782608695653,-0.5520000000000002,0.5294117647058824,0.0,-0.6923076923076923,0.5,0
-0.7979531641505915,1.151663001119711,1.7157131685510645,0.4120761361549573,1.1008208302751596,-0.4255999331815955,-0.5502717391304348,0.5980000000000003,0.5294117647058824,-0.6018518518518514,0.0769230769230769,-1.0,0
0.824746483886841,-0.3551460074472778,-0.4204099148195929,-0.3780796607897193,-0.2605427304292572,-0.2891469849929617,1.0434782608695656,-0.2453333333333337,-0.4705882352941176,0.192592592592593,0.0,0.0,1
-1.1104047941297566,0.7757837074223142,0.9058462434947724,4.43528233309679,-0.1712211673019023,0.1941522718285776,-0.4565217391304347,-0.5520000000000002,1.129411764705882,0.192592592592593,-0.7692307692307693,0.5,0
0.8625422545892759,-0.8307306078226245,-0.0339300275248214,-0.2120024210058123,0.3059784346417009,-0.3723721887713273,0.0627090301003344,0.5095384615384615,0.2986425339366514,-0.7407407407407406,0.8461538461538461,-0.75,1
0.2622138107074404,-0.2016831313843917,-0.2978865405347439,0.3592307819531947,1.6387035272135848,-0.3157302222611077,0.5434782608695653,-0.5520000000000002,-0.4705882352941176,0.9629629629629632,-0.4615384615384615,0.5,1
-0.5472031983473307,-0.6461045797402366,4.670221844034663,-0.227468186565144,0.0853669980698552,0.0392182442954852,0.3511705685618732,-0.1981538461538463,0.2986425339366514,-0.0740740740740739,-0.1538461538461538,0.25,0
0.3068091369558976,0.2626793963128853,-0.5266952515486187,0.2430565739023565,-0.3743876239494617,0.1186141245560317,1.2165551839464883,0.1556923076923075,-0.3936651583710409,-0.5185185185185182,0.8461538461538461,-0.25,1
-1.2094810242533436,-0.5152241339567651,1.95063214589484,1.5829651072050768,2.3557227910594745,1.5979092378775628,-0.0815217391304347,0.023,-0.2205882352941175,0.4814814814814818,-0.5384615384615384,0.0,0
-0.52699541926719,-0.0132152759209428,1.8714517449006036,-0.3800589807829148,1.3972767877414252,0.522793605685905,0.5434782608695653,0.2146666666666664,0.0294117647058825,-0.4814814814814812,-0.2307692307692307,0.5,0
-1.2926421942951347,4.349388277770706,-0.5203468017632629,-0.4729840500588153,-0.5081390055606041,-0.628287155601071,-1.9565217391304357,2.4433488372093035,-2.4705882352941173,1.0525409130060297,2.1538461538461537,-1.25,1
1.2204694796072204,-0.8248942599541708,-0.5266952515486187,-0.4823238470979958,-0.5173422244204019,-0.4839897440010805,-1.0741687979539647,0.259764705882353,0.7058823529411765,0.0566448801742922,0.1538461538461538,0.5,1
0.695818582566545,-0.2610016994386241,-0.1027261693758511,-0.4823238470979958,0.4192206360178912,-0.5627678853355614,0.2934782608695652,-0.092,0.2294117647058825,-0.0962962962962959,0.3846153846153846,-0.5,1
0.4201641653105792,-0.9824437433414556,0.438011746239611,-0.3731491925183827,-0.3021858916170104,1.0634479191662876,0.6684782608695653,-0.3220000000000001,-0.9705882352941174,1.0592592592592591,0.3846153846153846,0.5,1
-1.0687282627233508,0.5694582533206349,1.669868374184582,0.3794280930504233,2.030108755971756,0.6858443634264147,-0.0815217391304347,0.023,-0.2205882352941175,0.4814814814814818,-0.5384615384615384,0.25,0
0.6035413675653547,-0.6639986637292488,-0.3984911488793664,-0.230839817871804,-0.1456324510168773,0.5808672310645442,0.7220496894409937,-0.2234285714285716,-0.7563025210084032,0.687830687830688,-0.0769230769230769,0.25,1
-0.5195038156128012,0.4970080938650831,1.1500708749652744,-0.2356391314066556,2.034970303644258,-0.0520051525926855,-0.2898550724637682,-0.0408888888888889,0.1960784313725489,0.3209876543209879,-0.4615384615384615,-0.75,0
-0.1409239833390361,1.399350564280332,-0.3887531578273361,0.4840546743004997,0.1111407477158209,-0.6326842050736142,-0.2257525083612045,1.0403076923076924,-0.16289592760181,-0.7407407407407406,0.8461538461538461,-1.0,1
-0.542459905356189,0.5694582533206349,0.2054926236957807,1.672056003273053,0.5440956840763294,0.381568539926408,0.8559782608695654,-0.5520000000000002,-0.2205882352941175,0.4814814814814818,-0.5384615384615384,-0.25,0
-0.3013126796084328,-0.5408062657321753,0.6475683219565516,0.3814605268715278,0.5841499447743201,1.4962897172141685,-0.5928853754940714,1.5389090909090912,-0.8342245989304812,-0.4377104377104373,-0.3076923076923077,-0.75,0
1.2900816961901782,-1.0914616521978835,-0.3436482827375193,-0.4823238470979958,-0.5173422244204019,-0.44251181538611,-0.2898550724637682,-0.0408888888888889,0.1960784313725489,0.3209876543209879,-0.4615384615384615,-0.25,1
-0.3980721819536564,0.4814624967368722,0.6734140141665401,0.1597098831450313,0.6425071457912592,0.4504168222856813,-0.1918158567774938,-0.2814117647058825,-0.3529411764705882,1.0762527233115469,0.1538461538461538,0.0,0
-0.1580677642548757,0.9138630497826687,0.5660767863370453,-0.0229870060907913,0.3878974634279803,-0.4927580320593974,-0.7065217391304354,0.7257777777777782,0.5294117647058824,-0.6419753086419752,0.2307692307692307,0.25,1
0.4406787842308169,0.3358343545224259,-0.1887623860512039,-0.4823238470979958,-0.2723950147673111,-0.2815967164197607,0.5434782608695653,-0.5520000000000002,0.5294117647058824,0.0,-0.6923076923076923,0.25,1
0.8734663041459779,-0.3869155930740058,-0.5266952515486187,-0.1814657628457422,-0.377832313117437,-0.3410726546218007,-0.6172360248447212,0.4337142857142855,0.1008403361344534,0.0687830687830687,1.0,-1.0,1
